model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-29T11:03:23.176442+00:00

Build Times
provider,build_time_s
torchinferno,494.7
vllm,676.2
sglang,279.4

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,160.85,139.47,150.36,vllm
ttft_p99_ms,2437.07,230.81,603.77,vllm
tpot_median_ms,46.67,49.60,75.67,torchinferno
tpot_p99_ms,828.69,137.57,180.76,vllm
e2e_median_ms,198.33,178.57,226.00,vllm
e2e_p99_ms,2491.19,287.96,740.82,vllm
throughput_median_tps,5.84,7.88,5.29,vllm
total_output_tokens,1461,1454,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,249.22,210.38,220.36,vllm
ttft_p99_ms,664.81,505.25,70374.86,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,269.64,231.94,360.23,vllm
e2e_p99_ms,686.21,530.13,70440.41,vllm
throughput_median_tps,3.71,4.31,2.78,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,316.41,155.22,161.24,vllm
ttft_p99_ms,592.22,308.38,281.30,sglang
tpot_median_ms,57.78,58.51,101.51,torchinferno
tpot_p99_ms,361.22,177.35,228.89,vllm
e2e_median_ms,371.91,201.14,253.50,vllm
e2e_p99_ms,640.48,395.79,439.56,vllm
throughput_median_tps,3.59,6.95,5.28,vllm
total_output_tokens,1446,1450,1448,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,
ttft_first_turn_ms,437.47,131.26,114.74,sglang
ttft_last_turn_ms,405.66,148.17,188.60,vllm
ttft_growth_ratio,0.93,1.13,1.64,torchinferno
ttft_first_turn_median_ms,440.69,129.55,109.81,sglang
ttft_first_turn_p99_ms,616.46,286.37,192.46,sglang
ttft_last_turn_median_ms,409.73,148.46,180.89,vllm
ttft_last_turn_p99_ms,464.73,279.14,299.84,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,208.23,63.02,78.67,vllm
ttft_p99_ms,430.85,2055.72,553.57,torchinferno
tpot_median_ms,59.11,31.55,52.51,vllm
tpot_p99_ms,103.12,1712.67,519.54,torchinferno
e2e_median_ms,257.50,85.55,138.54,vllm
e2e_p99_ms,494.88,3731.76,596.19,torchinferno
throughput_median_tps,5.41,14.12,9.96,vllm
total_output_tokens,1502,1464,1463,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,317.74,76.45,68.62,sglang
ttft_p99_ms,924.20,210.36,226.22,vllm
tpot_median_ms,22.91,15.04,22.11,vllm
tpot_p99_ms,58.18,19.62,26.02,vllm
e2e_median_ms,1119.76,629.65,844.11,vllm
e2e_p99_ms,2063.32,1010.30,1580.98,vllm
throughput_median_tps,32.48,57.59,42.12,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_conversation_idx,metadata_turn_idx
torchinferno,long_output,219,331.43,17.04,689.28,22,31.92,1,,
torchinferno,long_output,220,328.37,15.75,674.76,23,34.09,1,,
torchinferno,long_output,221,333.83,17.56,702.63,22,31.31,1,,
torchinferno,long_output,222,309.50,20.90,790.27,24,30.37,1,,
torchinferno,long_output,223,320.90,21.15,807.35,24,29.73,1,,
torchinferno,long_output,224,287.19,21.46,802.17,25,31.17,1,,
torchinferno,long_output,225,280.56,21.61,799.13,25,31.28,1,,
torchinferno,long_output,226,283.02,20.53,796.25,26,32.65,1,,
torchinferno,long_output,227,280.53,22.24,814.20,25,30.71,1,,
torchinferno,long_output,228,292.92,20.59,807.75,26,32.19,1,,
torchinferno,long_output,229,272.12,21.23,802.98,26,32.38,1,,
torchinferno,long_output,230,269.88,24.92,917.78,27,29.42,1,,
torchinferno,long_output,231,262.75,25.56,927.33,27,29.12,1,,
torchinferno,long_output,232,265.41,25.81,936.43,27,28.83,1,,
torchinferno,long_output,233,264.00,24.92,936.86,28,29.89,1,,
torchinferno,long_output,234,241.53,24.86,937.53,29,30.93,1,,
torchinferno,long_output,235,265.09,25.83,962.46,28,29.09,1,,
torchinferno,long_output,236,254.90,24.71,946.64,29,30.63,1,,
torchinferno,long_output,237,225.71,24.45,934.67,30,32.10,1,,
torchinferno,long_output,238,251.41,26.31,961.78,28,29.11,1,,
torchinferno,long_output,239,250.79,25.78,972.67,29,29.81,1,,
torchinferno,long_output,240,235.31,25.15,964.58,30,31.10,1,,
torchinferno,long_output,241,178.00,24.26,930.11,32,34.40,1,,
torchinferno,long_output,242,220.47,25.02,970.98,31,31.93,1,,
torchinferno,long_output,243,229.52,25.17,984.62,31,31.48,1,,
torchinferno,long_output,244,172.42,24.50,931.97,32,34.34,1,,
torchinferno,long_output,245,177.05,25.01,952.34,32,33.60,1,,
torchinferno,long_output,246,223.26,25.93,1001.21,31,30.96,1,,
torchinferno,long_output,247,240.82,27.08,1026.23,30,29.23,1,,
torchinferno,long_output,248,641.52,22.31,1355.47,33,24.35,1,,
torchinferno,long_output,249,649.32,22.19,1359.48,33,24.27,1,,
torchinferno,long_output,250,635.12,22.41,1352.09,33,24.41,1,,
torchinferno,long_output,251,628.13,21.88,1350.27,34,25.18,1,,
torchinferno,long_output,252,487.06,21.52,1218.85,35,28.72,1,,
torchinferno,long_output,253,633.28,22.58,1378.56,34,24.66,1,,
torchinferno,long_output,254,507.35,21.60,1241.82,35,28.18,1,,
torchinferno,long_output,255,505.83,21.86,1249.05,35,28.02,1,,
torchinferno,long_output,256,263.15,21.39,1011.93,36,35.58,1,,
torchinferno,long_output,257,642.64,22.67,1390.65,34,24.45,1,,
torchinferno,long_output,258,445.93,22.04,1217.47,36,29.57,1,,
torchinferno,long_output,259,275.78,21.81,1039.21,36,34.64,1,,
torchinferno,long_output,260,233.51,21.56,1009.50,37,36.65,1,,
torchinferno,long_output,261,259.32,21.76,1042.55,37,35.49,1,,
torchinferno,long_output,262,205.93,22.90,1075.98,39,36.25,1,,
torchinferno,long_output,263,403.08,20.46,1139.76,37,32.46,1,,
torchinferno,long_output,264,178.74,23.01,1099.17,41,37.30,1,,
torchinferno,long_output,265,383.23,20.19,1130.10,38,33.63,1,,
torchinferno,long_output,266,399.95,20.20,1147.42,38,33.12,1,,
torchinferno,long_output,267,381.28,20.53,1141.00,38,33.30,1,,
torchinferno,long_output,268,368.49,19.98,1127.61,39,34.59,1,,
torchinferno,long_output,269,362.92,19.74,1132.79,40,35.31,1,,
torchinferno,long_output,270,369.00,20.40,1144.16,39,34.09,1,,
torchinferno,long_output,271,175.66,23.25,1129.04,42,37.20,1,,
torchinferno,long_output,272,363.27,20.07,1145.84,40,34.91,1,,
torchinferno,long_output,273,360.87,19.54,1142.35,41,35.89,1,,
torchinferno,long_output,274,359.67,19.96,1158.11,41,35.40,1,,
torchinferno,long_output,275,340.02,19.47,1138.34,42,36.90,1,,
torchinferno,long_output,276,316.54,19.38,1130.41,43,38.04,1,,
torchinferno,long_output,277,338.91,19.32,1150.30,43,37.38,1,,
torchinferno,long_output,278,343.96,19.89,1159.49,42,36.22,1,,
torchinferno,long_output,279,317.54,19.03,1135.72,44,38.74,1,,
torchinferno,long_output,280,314.69,19.14,1137.75,44,38.67,1,,
torchinferno,long_output,281,368.34,21.14,1192.74,40,33.54,1,,
torchinferno,long_output,282,341.75,19.81,1173.94,43,36.63,1,,
torchinferno,long_output,283,304.71,19.69,1151.52,44,38.21,1,,
torchinferno,long_output,284,303.45,23.78,1349.78,45,33.34,1,,
torchinferno,long_output,285,305.00,23.99,1360.69,45,33.07,1,,
torchinferno,long_output,286,169.39,24.24,1235.77,45,36.41,1,,
torchinferno,long_output,287,173.19,23.83,1245.45,46,36.93,1,,
torchinferno,long_output,288,366.57,27.43,1600.97,46,28.73,1,,
torchinferno,long_output,289,356.01,27.74,1604.36,46,28.67,1,,
torchinferno,long_output,290,349.04,27.28,1603.71,47,29.31,1,,
torchinferno,long_output,291,357.78,27.33,1615.16,47,29.10,1,,
torchinferno,long_output,292,227.22,26.81,1487.35,48,32.27,1,,
torchinferno,long_output,293,356.05,27.50,1621.22,47,28.99,1,,
torchinferno,long_output,294,343.37,27.21,1622.22,48,29.59,1,,
torchinferno,long_output,295,205.11,26.71,1487.41,49,32.94,1,,
torchinferno,long_output,296,194.36,26.79,1480.34,49,33.10,1,,
torchinferno,long_output,297,180.62,26.31,1469.91,50,34.02,1,,
torchinferno,long_output,298,224.05,27.75,1528.22,48,31.41,1,,
torchinferno,long_output,299,146.99,26.42,1467.84,51,34.74,1,,
torchinferno,long_output,300,168.53,26.54,1495.30,51,34.11,1,,
torchinferno,long_output,301,287.50,19.96,447.15,9,20.13,1,,
torchinferno,long_output,302,294.09,20.41,457.41,9,19.68,1,,
torchinferno,long_output,303,261.85,18.08,424.53,10,23.56,1,,
torchinferno,long_output,304,277.06,21.05,445.42,9,20.21,1,,
torchinferno,long_output,305,275.07,18.68,443.17,10,22.56,1,,
torchinferno,long_output,306,252.19,17.65,428.65,11,25.66,1,,
torchinferno,long_output,307,252.30,17.62,428.51,11,25.67,1,,
torchinferno,long_output,308,236.55,18.84,425.00,11,25.88,1,,
torchinferno,long_output,309,204.48,15.67,392.53,13,33.12,1,,
torchinferno,long_output,310,213.06,18.44,415.85,12,28.86,1,,
torchinferno,long_output,311,258.70,24.16,476.15,10,21.00,1,,
torchinferno,long_output,312,216.64,19.43,430.41,12,27.88,1,,
torchinferno,long_output,313,232.58,19.86,451.03,12,26.61,1,,
torchinferno,long_output,314,677.68,27.05,1976.14,49,24.80,1,,
torchinferno,long_output,315,658.29,27.26,1993.88,50,25.08,1,,
torchinferno,long_output,316,667.70,27.31,2005.66,50,24.93,1,,
torchinferno,long_output,317,634.12,28.04,2036.09,51,25.05,1,,
torchinferno,long_output,318,603.19,27.82,2021.87,52,25.72,1,,
torchinferno,long_output,319,616.10,27.84,2035.99,52,25.54,1,,
torchinferno,long_output,320,603.32,27.40,2028.09,53,26.13,1,,
torchinferno,long_output,321,597.00,27.27,2014.89,53,26.30,1,,
torchinferno,long_output,322,584.00,27.09,2019.81,54,26.74,1,,
torchinferno,long_output,323,626.95,28.09,2059.78,52,25.25,1,,
torchinferno,long_output,324,593.29,27.83,2040.23,53,25.98,1,,
torchinferno,long_output,325,151.00,26.80,1598.20,55,34.41,1,,
torchinferno,long_output,326,161.46,27.25,1633.19,55,33.68,1,,
torchinferno,long_output,327,156.48,27.33,1632.36,55,33.69,1,,
torchinferno,long_output,328,162.38,28.91,1694.69,54,31.86,1,,
torchinferno,long_output,329,525.90,23.99,1797.28,54,30.05,1,,
torchinferno,long_output,330,180.57,21.35,458.11,14,30.56,1,,
torchinferno,long_output,331,191.99,22.94,467.25,13,27.82,1,,
torchinferno,long_output,332,493.97,23.88,1807.46,56,30.98,1,,
torchinferno,long_output,333,197.07,23.30,476.71,13,27.27,1,,
torchinferno,long_output,334,195.96,21.66,477.51,14,29.32,1,,
torchinferno,long_output,335,478.79,23.79,1811.14,57,31.47,1,,
torchinferno,long_output,336,178.12,21.02,472.39,15,31.75,1,,
torchinferno,long_output,337,167.56,21.93,474.62,15,31.60,1,,
torchinferno,long_output,338,183.87,23.35,487.45,14,28.72,1,,
torchinferno,long_output,339,482.51,24.50,1830.00,56,30.60,1,,
torchinferno,long_output,340,167.73,20.63,477.15,16,33.53,1,,
torchinferno,long_output,341,488.37,24.61,1842.09,56,30.40,1,,
torchinferno,long_output,342,457.02,24.49,1828.40,57,31.17,1,,
torchinferno,long_output,343,174.62,23.18,499.21,15,30.05,1,,
torchinferno,long_output,344,136.45,20.86,470.14,17,36.16,1,,
torchinferno,long_output,345,437.88,24.13,1813.37,58,31.98,1,,
torchinferno,long_output,346,467.85,23.99,1835.34,58,31.60,1,,
torchinferno,long_output,347,148.20,20.65,478.64,17,35.52,1,,
torchinferno,long_output,348,148.03,22.93,492.02,16,32.52,1,,
torchinferno,long_output,349,144.93,22.70,485.37,16,32.96,1,,
torchinferno,long_output,350,470.52,24.89,1864.54,57,30.57,1,,
torchinferno,long_output,351,314.11,24.22,1718.74,59,34.33,1,,
torchinferno,long_output,352,359.30,24.23,1764.92,59,33.43,1,,
torchinferno,long_output,353,459.81,24.64,1864.25,58,31.11,1,,
torchinferno,long_output,354,313.93,23.84,1720.26,60,34.88,1,,
torchinferno,long_output,355,290.14,23.65,1709.28,61,35.69,1,,
torchinferno,long_output,356,323.49,24.01,1740.37,60,34.48,1,,
torchinferno,long_output,357,594.65,19.99,1754.19,59,33.63,1,,
torchinferno,long_output,358,561.30,19.43,1727.33,61,35.31,1,,
torchinferno,long_output,359,535.69,19.45,1722.27,62,36.00,1,,
torchinferno,long_output,360,320.29,24.54,1767.98,60,33.94,1,,
torchinferno,long_output,361,302.69,24.42,1767.97,61,34.50,1,,
torchinferno,long_output,362,555.77,19.55,1748.35,62,35.46,1,,
torchinferno,long_output,363,549.63,19.73,1752.89,62,35.37,1,,
torchinferno,long_output,364,528.67,21.16,1840.68,63,34.23,1,,
torchinferno,long_output,365,539.02,21.41,1866.29,63,33.76,1,,
torchinferno,long_output,366,532.67,21.57,1870.21,63,33.69,1,,
torchinferno,long_output,367,518.18,21.28,1859.05,64,34.43,1,,
torchinferno,long_output,368,501.10,21.33,1866.34,65,34.83,1,,
torchinferno,long_output,369,515.84,21.64,1878.87,64,34.06,1,,
torchinferno,long_output,370,501.27,21.28,1863.47,65,34.88,1,,
torchinferno,long_output,371,515.45,21.28,1877.43,65,34.62,1,,
torchinferno,long_output,372,511.79,21.82,1886.50,64,33.93,1,,
torchinferno,long_output,373,494.42,22.94,1985.63,66,33.24,1,,
torchinferno,long_output,374,277.76,23.17,1784.10,66,36.99,1,,
torchinferno,long_output,375,282.87,23.01,1778.45,66,37.11,1,,
torchinferno,long_output,376,268.50,23.00,1786.74,67,37.50,1,,
torchinferno,long_output,377,338.37,33.14,868.69,17,19.57,1,,
torchinferno,long_output,378,233.86,32.00,777.86,18,23.14,1,,
torchinferno,long_output,379,224.25,30.77,778.04,19,24.42,1,,
torchinferno,long_output,380,300.22,33.23,865.05,18,20.81,1,,
torchinferno,long_output,381,228.05,30.50,777.09,19,24.45,1,,
torchinferno,long_output,382,309.37,32.52,862.23,18,20.88,1,,
torchinferno,long_output,383,209.50,29.40,768.17,20,26.04,1,,
torchinferno,long_output,384,220.22,31.57,788.54,19,24.10,1,,
torchinferno,long_output,385,210.60,30.66,793.22,20,25.21,1,,
torchinferno,long_output,386,191.19,29.52,781.58,21,26.87,1,,
torchinferno,long_output,387,195.10,29.83,791.69,21,26.53,1,,
torchinferno,long_output,388,157.30,29.39,774.47,22,28.41,1,,
torchinferno,long_output,389,172.70,30.47,782.00,21,26.85,1,,
torchinferno,long_output,390,516.05,26.82,1025.68,20,19.50,1,,
torchinferno,long_output,391,663.09,22.11,2122.28,67,31.57,1,,
torchinferno,long_output,392,323.31,26.08,871.05,22,25.26,1,,
torchinferno,long_output,393,290.30,25.37,848.54,23,27.11,1,,
torchinferno,long_output,394,434.01,26.47,989.86,22,22.23,1,,
torchinferno,long_output,395,280.54,25.17,859.53,24,27.92,1,,
torchinferno,long_output,396,278.50,27.01,872.69,23,26.36,1,,
torchinferno,long_output,397,263.36,24.67,855.33,25,29.23,1,,
torchinferno,long_output,398,293.01,27.01,887.29,23,25.92,1,,
torchinferno,long_output,399,264.45,24.82,860.02,25,29.07,1,,
torchinferno,long_output,400,254.83,24.31,862.59,26,30.14,1,,
torchinferno,long_output,401,263.12,25.89,884.45,25,28.27,1,,
torchinferno,long_output,402,250.52,24.76,869.56,26,29.90,1,,
torchinferno,long_output,403,249.74,25.12,877.74,26,29.62,1,,
torchinferno,long_output,404,245.10,26.14,924.82,27,29.19,1,,
torchinferno,long_output,405,231.41,26.94,931.76,27,28.98,1,,
torchinferno,long_output,406,432.15,23.46,971.67,24,24.70,1,,
torchinferno,long_output,407,451.18,23.11,982.60,24,24.42,1,,
torchinferno,long_output,408,235.53,26.21,943.21,28,29.69,1,,
torchinferno,long_output,409,229.79,26.46,944.30,28,29.65,1,,
torchinferno,long_output,410,218.83,26.21,952.70,29,30.44,1,,
torchinferno,long_output,411,219.84,26.33,957.10,29,30.30,1,,
torchinferno,long_output,412,209.46,27.71,1013.05,30,29.61,1,,
torchinferno,long_output,413,405.52,24.65,1046.34,27,25.80,1,,
torchinferno,long_output,414,398.76,24.70,1065.61,28,26.28,1,,
torchinferno,long_output,415,394.15,23.84,1061.68,29,27.32,1,,
torchinferno,long_output,416,378.45,23.61,1063.03,30,28.22,1,,
torchinferno,long_output,417,381.98,23.91,1075.49,30,27.89,1,,
torchinferno,long_output,418,362.63,23.50,1067.68,31,29.04,1,,
torchinferno,long_output,419,359.66,23.80,1073.65,31,28.87,1,,
torchinferno,long_output,420,347.97,23.84,1063.26,31,29.16,1,,
torchinferno,long_output,421,338.95,22.87,1047.92,32,30.54,1,,
torchinferno,long_output,422,328.72,23.28,1050.44,32,30.46,1,,
torchinferno,long_output,423,333.27,23.80,1071.23,32,29.87,1,,
torchinferno,long_output,424,324.43,23.17,1065.84,33,30.96,1,,
torchinferno,long_output,425,188.20,22.56,932.55,34,36.46,1,,
torchinferno,long_output,426,164.39,22.94,921.30,34,36.90,1,,
torchinferno,long_output,427,294.82,23.90,1059.59,33,31.14,1,,
torchinferno,long_output,428,305.87,22.96,1063.66,34,31.97,1,,
torchinferno,long_output,429,300.41,24.14,1072.84,33,30.76,1,,
torchinferno,long_output,430,160.31,23.06,944.39,35,37.06,1,,
torchinferno,long_output,431,367.69,22.64,1137.31,35,30.77,1,,
torchinferno,long_output,432,355.07,22.37,1137.89,36,31.64,1,,
torchinferno,long_output,433,339.33,22.94,1142.26,36,31.52,1,,
torchinferno,long_output,434,342.07,22.85,1141.94,36,31.53,1,,
torchinferno,long_output,435,344.14,22.30,1146.91,37,32.26,1,,
torchinferno,long_output,436,220.36,22.42,1027.38,37,36.01,1,,
torchinferno,long_output,437,211.33,22.62,1025.70,37,36.07,1,,
torchinferno,long_output,438,350.38,23.99,1166.06,35,30.02,1,,
torchinferno,long_output,439,202.97,22.00,1016.79,38,37.37,1,,
torchinferno,long_output,440,206.57,22.79,1049.72,38,36.20,1,,
torchinferno,long_output,441,170.18,22.82,1014.47,38,37.46,1,,
torchinferno,long_output,442,146.64,22.51,1001.87,39,38.93,1,,
torchinferno,long_output,443,168.19,22.31,1015.92,39,38.39,1,,
torchinferno,long_output,444,451.63,23.19,1332.94,39,29.26,1,,
torchinferno,long_output,445,450.37,22.93,1344.84,40,29.74,1,,
torchinferno,long_output,446,455.83,22.69,1340.80,40,29.83,1,,
torchinferno,long_output,447,445.38,23.27,1352.89,40,29.57,1,,
torchinferno,long_output,448,423.85,22.85,1337.83,41,30.65,1,,
torchinferno,long_output,449,445.49,22.55,1347.45,41,30.43,1,,
torchinferno,long_output,450,437.20,23.13,1362.31,41,30.10,1,,
torchinferno,long_output,451,413.39,22.55,1337.89,42,31.39,1,,
torchinferno,long_output,452,395.07,22.90,1333.89,42,31.49,1,,
torchinferno,long_output,453,409.84,22.87,1347.41,42,31.17,1,,
torchinferno,long_output,454,187.35,22.61,1136.93,43,37.82,1,,
torchinferno,long_output,455,160.54,22.79,1117.66,43,38.47,1,,
torchinferno,long_output,456,264.75,20.68,1133.41,43,37.94,1,,
torchinferno,long_output,457,259.29,20.43,1137.66,44,38.68,1,,
torchinferno,long_output,458,261.25,20.55,1144.97,44,38.43,1,,
torchinferno,long_output,459,228.02,20.94,1128.37,44,38.99,1,,
torchinferno,long_output,460,220.28,23.13,1237.81,45,36.35,1,,
torchinferno,long_output,461,227.17,23.25,1249.96,45,36.00,1,,
torchinferno,long_output,462,216.31,23.53,1251.54,45,35.96,1,,
torchinferno,long_output,463,217.80,23.04,1254.79,46,36.66,1,,
torchinferno,long_output,464,209.02,23.02,1244.99,46,36.95,1,,
torchinferno,long_output,465,194.54,23.04,1254.38,47,37.47,1,,
torchinferno,long_output,466,201.97,23.02,1260.72,47,37.28,1,,
torchinferno,long_output,467,208.29,23.47,1264.63,46,36.37,1,,
torchinferno,long_output,468,125.41,23.38,1200.92,47,39.14,1,,
torchinferno,long_output,469,119.26,25.09,1298.28,48,36.97,1,,
torchinferno,long_output,470,120.04,25.14,1301.43,48,36.88,1,,
torchinferno,long_output,471,114.48,25.43,1309.56,48,36.65,1,,
torchinferno,long_output,472,367.58,23.45,1493.11,49,32.82,1,,
torchinferno,long_output,473,364.88,23.83,1508.58,49,32.48,1,,
torchinferno,long_output,474,347.89,23.56,1502.15,50,33.29,1,,
torchinferno,long_output,475,272.84,23.61,1429.79,50,34.97,1,,
torchinferno,long_output,476,267.26,23.72,1429.34,50,34.98,1,,
torchinferno,long_output,477,357.04,24.07,1512.44,49,32.40,1,,
torchinferno,long_output,478,195.63,23.08,1372.92,52,37.88,1,,
torchinferno,long_output,479,205.44,23.19,1388.16,52,37.46,1,,
torchinferno,long_output,480,199.38,22.91,1390.66,53,38.11,1,,
torchinferno,long_output,481,157.11,22.79,1365.05,54,39.56,1,,
torchinferno,long_output,482,244.13,24.23,1455.49,51,35.04,1,,
torchinferno,long_output,483,186.22,23.17,1391.00,53,38.10,1,,
torchinferno,long_output,484,181.87,22.79,1389.71,54,38.86,1,,
torchinferno,long_output,485,194.01,24.00,1418.20,52,36.67,1,,
torchinferno,long_output,486,537.81,25.03,1789.18,51,28.50,1,,
torchinferno,long_output,487,522.20,25.24,1784.16,51,28.58,1,,
torchinferno,long_output,488,496.31,24.53,1771.72,53,29.91,1,,
torchinferno,long_output,489,468.63,24.36,1759.68,54,30.69,1,,
torchinferno,long_output,490,460.65,24.30,1772.84,55,31.02,1,,
torchinferno,long_output,491,466.85,24.41,1785.20,55,30.81,1,,
torchinferno,long_output,492,428.23,24.28,1763.49,56,31.76,1,,
torchinferno,long_output,493,454.90,24.66,1786.39,55,30.79,1,,
torchinferno,long_output,494,228.46,24.35,1567.49,56,35.73,1,,
torchinferno,long_output,495,455.28,24.36,1794.82,56,31.20,1,,
torchinferno,long_output,496,217.25,24.09,1566.31,57,36.39,1,,
torchinferno,long_output,497,733.51,19.84,892.24,9,10.09,1,,
torchinferno,long_output,498,195.11,23.97,1561.18,58,37.15,1,,
torchinferno,long_output,499,705.90,21.09,874.62,9,10.29,1,,
torchinferno,long_output,500,713.64,18.06,876.16,10,11.41,1,,
torchinferno,long_output,501,579.96,17.77,757.68,11,14.52,1,,
torchinferno,long_output,502,705.68,18.90,875.78,10,11.42,1,,
torchinferno,long_output,503,203.32,24.10,1577.08,58,36.78,1,,
torchinferno,long_output,504,377.11,18.41,561.25,11,19.60,1,,
torchinferno,long_output,505,709.97,23.21,895.67,9,10.05,1,,
torchinferno,long_output,506,596.33,20.26,778.71,10,12.84,1,,
torchinferno,long_output,507,567.49,20.14,768.86,11,14.31,1,,
torchinferno,long_output,508,185.02,24.08,1581.67,59,37.30,1,,
torchinferno,long_output,509,365.21,19.61,580.88,12,20.66,1,,
torchinferno,long_output,510,308.03,16.89,527.55,14,26.54,1,,
torchinferno,long_output,511,338.49,18.03,554.80,13,23.43,1,,
torchinferno,long_output,512,325.98,17.76,556.84,14,25.14,1,,
torchinferno,long_output,513,359.06,19.03,587.38,13,22.13,1,,
torchinferno,long_output,514,346.94,19.96,586.50,13,22.17,1,,
torchinferno,long_output,515,301.25,20.77,592.00,15,25.34,1,,
torchinferno,long_output,516,593.21,25.38,923.12,14,15.17,1,,
torchinferno,long_output,517,652.01,30.87,991.62,12,12.10,1,,
torchinferno,long_output,518,650.77,31.06,992.39,12,12.09,1,,
torchinferno,long_output,519,649.60,25.09,2054.49,57,27.74,1,,
torchinferno,long_output,520,655.94,25.13,2063.32,57,27.63,1,,
torchinferno,long_output,521,237.54,25.38,618.23,16,25.88,1,,
torchinferno,long_output,522,640.17,24.53,2062.80,59,28.60,1,,
torchinferno,long_output,523,581.21,26.41,977.31,16,16.37,1,,
torchinferno,long_output,524,587.24,28.56,987.09,15,15.20,1,,
torchinferno,long_output,525,229.27,27.04,634.85,16,25.20,1,,
torchinferno,long_output,526,584.79,29.82,1002.24,15,14.97,1,,
torchinferno,long_output,527,255.54,24.28,1712.23,61,35.63,1,,
torchinferno,long_output,528,641.96,25.64,2103.57,58,27.57,1,,
torchinferno,long_output,529,602.10,24.96,2074.65,60,28.92,1,,
torchinferno,long_output,530,162.58,25.18,590.58,18,30.48,1,,
torchinferno,long_output,531,226.05,24.15,1699.43,62,36.48,1,,
torchinferno,long_output,532,139.46,23.81,568.07,19,33.45,1,,
torchinferno,long_output,533,619.41,25.33,2088.54,59,28.25,1,,
torchinferno,long_output,534,242.62,24.74,1727.17,61,35.32,1,,
torchinferno,long_output,535,598.74,25.10,2079.52,60,28.85,1,,
torchinferno,long_output,536,154.18,24.60,597.04,19,31.82,1,,
torchinferno,long_output,537,342.11,15.59,607.11,18,29.65,1,,
torchinferno,long_output,538,370.88,17.91,657.37,17,25.86,1,,
torchinferno,long_output,539,249.05,24.49,1743.24,62,35.57,1,,
torchinferno,long_output,540,226.88,28.28,679.34,17,25.02,1,,
torchinferno,long_output,541,179.72,29.17,646.45,17,26.30,1,,
torchinferno,long_output,542,377.40,21.66,1720.38,63,36.62,1,,
torchinferno,long_output,543,193.43,24.02,1706.38,64,37.51,1,,
torchinferno,long_output,544,406.42,21.88,1741.27,62,35.61,1,,
torchinferno,long_output,545,321.63,16.67,621.62,19,30.57,1,,
torchinferno,long_output,546,288.71,15.32,595.07,21,35.29,1,,
torchinferno,long_output,547,293.85,16.58,608.84,20,32.85,1,,
torchinferno,long_output,548,285.49,14.88,598.04,22,36.79,1,,
torchinferno,long_output,549,285.63,14.92,598.97,22,36.73,1,,
torchinferno,long_output,550,389.86,21.90,1747.64,63,36.05,1,,
torchinferno,long_output,551,260.91,25.77,1807.15,61,33.75,1,,
torchinferno,long_output,552,396.15,22.06,1763.63,63,35.72,1,,
torchinferno,long_output,553,181.42,24.54,1727.70,64,37.04,1,,
torchinferno,long_output,554,598.67,26.22,2145.81,60,27.96,1,,
torchinferno,long_output,555,258.54,15.39,597.20,23,38.51,1,,
torchinferno,long_output,556,285.11,15.98,620.60,22,35.45,1,,
torchinferno,long_output,557,295.10,18.05,638.04,20,31.35,1,,
torchinferno,long_output,558,298.47,18.02,640.87,20,31.21,1,,
torchinferno,long_output,559,238.14,15.29,589.79,24,40.69,1,,
torchinferno,long_output,560,326.13,21.80,1721.19,65,37.76,1,,
torchinferno,long_output,561,276.98,15.82,625.08,23,36.80,1,,
torchinferno,long_output,562,292.45,17.42,640.91,21,32.77,1,,
torchinferno,long_output,563,290.92,17.86,648.20,21,32.40,1,,
torchinferno,long_output,564,258.67,16.47,621.00,23,37.04,1,,
torchinferno,long_output,565,260.34,15.01,605.50,24,39.64,1,,
torchinferno,long_output,566,305.86,21.48,1702.30,66,38.77,1,,
torchinferno,long_output,567,229.12,15.16,593.00,25,42.16,1,,
torchinferno,long_output,568,170.60,21.80,1587.28,66,41.58,1,,
torchinferno,long_output,569,344.30,20.94,700.29,18,25.70,1,,
torchinferno,long_output,570,152.60,21.50,1571.81,67,42.63,1,,
torchinferno,long_output,571,303.42,22.09,1717.24,65,37.85,1,,
torchinferno,long_output,572,168.28,14.83,538.92,26,48.24,1,,
