model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-29T09:03:15.511556+00:00

Build Times
provider,build_time_s
torchinferno,604.7
vllm,642.0
sglang,267.9

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,160.83,138.18,157.49,vllm
ttft_p99_ms,2246.94,244.26,644.06,vllm
tpot_median_ms,47.17,45.29,71.54,vllm
tpot_p99_ms,825.06,119.07,170.33,vllm
e2e_median_ms,201.91,174.89,223.86,vllm
e2e_p99_ms,2305.69,289.21,790.75,vllm
throughput_median_tps,5.65,8.17,5.41,vllm
total_output_tokens,1461,1448,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,251.72,198.96,219.34,vllm
ttft_p99_ms,620.15,444.44,70522.33,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,269.12,224.62,368.49,vllm
e2e_p99_ms,630.80,470.09,70632.99,vllm
throughput_median_tps,3.72,4.45,2.71,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,312.28,165.85,172.38,vllm
ttft_p99_ms,459.78,308.04,627.13,vllm
tpot_median_ms,58.11,53.79,106.75,vllm
tpot_p99_ms,112.25,219.05,561.13,torchinferno
e2e_median_ms,365.59,210.50,276.93,vllm
e2e_p99_ms,499.90,441.86,740.80,vllm
throughput_median_tps,3.87,6.43,4.77,vllm
total_output_tokens,1458,1450,1448,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang
ttft_first_turn_ms,286.50,134.82,123.09,sglang
ttft_last_turn_ms,408.07,146.44,210.16,vllm
ttft_growth_ratio,1.42,1.09,1.71,vllm
ttft_first_turn_median_ms,259.52,144.33,116.76,sglang
ttft_first_turn_p99_ms,452.03,245.24,186.49,sglang
ttft_last_turn_median_ms,410.51,149.05,208.39,vllm
ttft_last_turn_p99_ms,471.48,240.36,302.28,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,191.79,62.15,86.07,vllm
ttft_p99_ms,504.17,4212.28,525.75,torchinferno
tpot_median_ms,56.98,31.34,39.86,vllm
tpot_p99_ms,89.46,130.50,142.72,torchinferno
e2e_median_ms,235.20,85.55,139.16,vllm
e2e_p99_ms,532.17,4318.90,566.77,torchinferno
throughput_median_tps,6.12,14.16,9.82,vllm
total_output_tokens,1470,1471,1482,sglang
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,314.86,76.75,70.41,sglang
ttft_p99_ms,1303.69,193.00,220.42,vllm
tpot_median_ms,23.24,14.81,22.31,vllm
tpot_p99_ms,65.13,18.93,26.96,vllm
e2e_median_ms,1121.29,619.63,833.42,vllm
e2e_p99_ms,2139.53,1008.87,1607.12,vllm
throughput_median_tps,32.19,58.58,41.90,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_conversation_idx,metadata_turn_idx
torchinferno,long_output,333,323.92,20.30,587.80,14,23.82,1,,
torchinferno,long_output,334,304.15,20.75,573.95,14,24.39,1,,
torchinferno,long_output,335,296.36,20.47,583.00,15,25.73,1,,
torchinferno,long_output,336,292.14,20.41,577.86,15,25.96,1,,
torchinferno,long_output,337,333.40,22.66,627.95,14,22.29,1,,
torchinferno,long_output,338,250.65,20.93,564.62,16,28.34,1,,
torchinferno,long_output,339,589.43,25.76,1980.57,55,27.77,1,,
torchinferno,long_output,340,566.26,25.29,1956.95,56,28.62,1,,
torchinferno,long_output,341,302.17,23.63,633.03,15,23.70,1,,
torchinferno,long_output,342,541.79,25.28,1957.49,57,29.12,1,,
torchinferno,long_output,343,555.62,25.52,1984.50,57,28.72,1,,
torchinferno,long_output,344,270.87,17.80,537.91,16,29.74,1,,
torchinferno,long_output,345,248.04,17.10,521.72,17,32.58,1,,
torchinferno,long_output,346,538.75,25.23,1976.88,58,29.34,1,,
torchinferno,long_output,347,270.01,16.44,532.98,17,31.90,1,,
torchinferno,long_output,348,532.51,25.40,1980.14,58,29.29,1,,
torchinferno,long_output,349,225.96,24.90,1670.43,59,35.32,1,,
torchinferno,long_output,350,555.02,25.89,2004.86,57,28.43,1,,
torchinferno,long_output,351,275.28,18.87,558.37,16,28.65,1,,
torchinferno,long_output,352,551.94,25.42,2000.79,58,28.99,1,,
torchinferno,long_output,353,244.22,18.55,540.98,17,31.42,1,,
torchinferno,long_output,354,242.26,17.37,537.51,18,33.49,1,,
torchinferno,long_output,355,226.16,16.25,518.72,19,36.63,1,,
torchinferno,long_output,356,240.80,17.63,540.55,18,33.30,1,,
torchinferno,long_output,357,245.23,18.02,551.58,18,32.63,1,,
torchinferno,long_output,358,212.01,16.38,523.17,20,38.23,1,,
torchinferno,long_output,359,505.00,25.63,1991.48,59,29.63,1,,
torchinferno,long_output,360,198.94,25.19,1685.30,60,35.60,1,,
torchinferno,long_output,361,227.96,17.80,548.41,19,34.65,1,,
torchinferno,long_output,362,112.85,16.84,432.74,20,46.22,1,,
torchinferno,long_output,363,200.65,24.87,1692.92,61,36.03,1,,
torchinferno,long_output,364,523.53,25.71,2014.55,59,29.29,1,,
torchinferno,long_output,365,109.88,17.10,434.69,20,46.01,1,,
torchinferno,long_output,366,240.41,18.07,565.71,19,33.59,1,,
torchinferno,long_output,367,211.33,25.48,1714.78,60,34.99,1,,
torchinferno,long_output,368,393.33,23.66,1789.11,60,33.54,1,,
torchinferno,long_output,369,93.43,20.32,499.77,21,42.02,1,,
torchinferno,long_output,370,361.78,23.60,1777.65,61,34.31,1,,
torchinferno,long_output,371,336.51,23.50,1770.17,62,35.02,1,,
torchinferno,long_output,372,305.85,23.52,1740.75,62,35.62,1,,
torchinferno,long_output,373,332.82,23.53,1768.29,62,35.06,1,,
torchinferno,long_output,374,353.52,23.93,1789.61,61,34.09,1,,
torchinferno,long_output,375,302.73,25.24,1867.42,63,33.74,1,,
torchinferno,long_output,376,307.25,25.38,1880.86,63,33.50,1,,
torchinferno,long_output,377,316.40,25.22,1880.23,63,33.51,1,,
torchinferno,long_output,378,295.51,25.30,1889.23,64,33.88,1,,
torchinferno,long_output,379,288.59,25.63,1903.08,64,33.63,1,,
torchinferno,long_output,380,166.15,25.64,1781.26,64,35.93,1,,
torchinferno,long_output,381,549.32,21.67,1935.92,65,33.58,1,,
torchinferno,long_output,382,545.54,21.74,1936.92,65,33.56,1,,
torchinferno,long_output,383,419.89,21.49,1816.68,66,36.33,1,,
torchinferno,long_output,384,548.16,21.98,1954.73,65,33.25,1,,
torchinferno,long_output,385,411.57,21.56,1813.00,66,36.40,1,,
torchinferno,long_output,386,528.54,21.66,1936.37,66,34.08,1,,
torchinferno,long_output,387,403.80,21.73,1838.06,67,36.45,1,,
torchinferno,long_output,388,481.79,25.88,999.33,21,21.01,1,,
torchinferno,long_output,389,481.07,26.86,1018.24,21,20.62,1,,
torchinferno,long_output,390,449.70,26.44,1005.00,22,21.89,1,,
torchinferno,long_output,391,256.23,26.14,805.22,22,27.32,1,,
torchinferno,long_output,392,244.58,25.70,810.01,23,28.39,1,,
torchinferno,long_output,393,225.80,26.06,799.13,23,28.78,1,,
torchinferno,long_output,394,241.73,26.06,815.15,23,28.22,1,,
torchinferno,long_output,395,474.80,27.20,1045.98,22,21.03,1,,
torchinferno,long_output,396,218.83,25.60,807.67,24,29.72,1,,
torchinferno,long_output,397,208.60,24.83,804.57,25,31.07,1,,
torchinferno,long_output,398,231.41,26.25,835.06,24,28.74,1,,
torchinferno,long_output,399,168.58,24.90,791.17,26,32.86,1,,
torchinferno,long_output,400,163.62,25.24,794.71,26,32.72,1,,
torchinferno,long_output,401,372.25,18.79,823.22,25,30.37,1,,
torchinferno,long_output,402,376.42,19.00,832.50,25,30.03,1,,
torchinferno,long_output,403,415.44,20.45,885.86,24,27.09,1,,
torchinferno,long_output,404,316.75,18.73,803.81,27,33.59,1,,
torchinferno,long_output,405,327.18,19.11,823.97,27,32.77,1,,
torchinferno,long_output,406,351.59,19.66,843.19,26,30.84,1,,
torchinferno,long_output,407,311.65,19.59,821.07,27,32.88,1,,
torchinferno,long_output,408,313.82,18.87,823.34,28,34.01,1,,
torchinferno,long_output,409,305.34,18.55,824.73,29,35.16,1,,
torchinferno,long_output,410,308.29,19.29,829.19,28,33.77,1,,
torchinferno,long_output,411,285.23,19.12,820.60,29,35.34,1,,
torchinferno,long_output,412,301.44,19.96,840.44,28,33.32,1,,
torchinferno,long_output,413,288.36,19.68,839.49,29,34.54,1,,
torchinferno,long_output,414,278.45,23.09,948.16,30,31.64,1,,
torchinferno,long_output,415,297.03,22.81,958.52,30,31.30,1,,
torchinferno,long_output,416,299.68,22.70,957.98,30,31.32,1,,
torchinferno,long_output,417,275.26,22.82,959.71,31,32.30,1,,
torchinferno,long_output,418,282.29,23.14,976.54,31,31.74,1,,
torchinferno,long_output,419,286.81,23.18,982.30,31,31.56,1,,
torchinferno,long_output,420,273.65,22.33,965.95,32,33.13,1,,
torchinferno,long_output,421,266.70,22.85,975.08,32,32.82,1,,
torchinferno,long_output,422,265.63,22.93,976.31,32,32.78,1,,
torchinferno,long_output,423,259.64,25.85,1086.78,33,30.36,1,,
torchinferno,long_output,424,270.61,25.86,1098.16,33,30.05,1,,
torchinferno,long_output,425,254.42,26.23,1093.91,33,30.17,1,,
torchinferno,long_output,426,243.01,25.25,1101.64,35,31.77,1,,
torchinferno,long_output,427,237.50,26.52,1112.76,34,30.55,1,,
torchinferno,long_output,428,256.28,26.12,1118.20,34,30.41,1,,
torchinferno,long_output,429,172.69,25.77,1048.99,35,33.37,1,,
torchinferno,long_output,430,241.54,26.79,1125.49,34,30.21,1,,
torchinferno,long_output,431,174.62,25.32,1060.67,36,33.94,1,,
torchinferno,long_output,432,242.68,26.44,1141.69,35,30.66,1,,
torchinferno,long_output,433,886.42,24.51,2504.41,67,26.75,1,,
torchinferno,long_output,434,511.37,25.02,1387.06,36,25.95,1,,
torchinferno,long_output,435,485.12,24.62,1371.52,37,26.98,1,,
torchinferno,long_output,436,514.09,25.37,1401.95,36,25.68,1,,
torchinferno,long_output,437,362.75,24.42,1266.12,38,30.01,1,,
torchinferno,long_output,438,360.69,24.37,1262.44,38,30.10,1,,
torchinferno,long_output,439,354.14,24.75,1269.92,38,29.92,1,,
torchinferno,long_output,440,334.74,23.97,1245.67,39,31.31,1,,
torchinferno,long_output,441,494.42,25.71,1419.96,37,26.06,1,,
torchinferno,long_output,442,340.08,24.52,1272.03,39,30.66,1,,
torchinferno,long_output,443,135.27,24.37,1085.73,40,36.84,1,,
torchinferno,long_output,444,312.10,25.20,1269.61,39,30.72,1,,
torchinferno,long_output,445,509.10,26.89,1477.00,37,25.05,1,,
torchinferno,long_output,446,431.46,24.10,1371.43,40,29.17,1,,
torchinferno,long_output,447,431.93,23.72,1380.55,41,29.70,1,,
torchinferno,long_output,448,428.30,23.74,1377.78,41,29.76,1,,
torchinferno,long_output,449,425.16,23.94,1382.58,41,29.65,1,,
torchinferno,long_output,450,430.24,24.97,1403.91,40,28.49,1,,
torchinferno,long_output,451,312.50,23.95,1294.45,42,32.45,1,,
torchinferno,long_output,452,282.22,23.23,1257.95,43,34.18,1,,
torchinferno,long_output,453,303.43,23.93,1284.54,42,32.70,1,,
torchinferno,long_output,454,277.27,23.64,1270.35,43,33.85,1,,
torchinferno,long_output,455,285.63,23.82,1285.90,43,33.44,1,,
torchinferno,long_output,456,222.90,23.00,1234.94,45,36.44,1,,
torchinferno,long_output,457,254.74,22.76,1256.12,45,35.82,1,,
torchinferno,long_output,458,267.57,23.51,1278.65,44,34.41,1,,
torchinferno,long_output,459,256.29,23.98,1287.49,44,34.17,1,,
torchinferno,long_output,460,401.75,24.85,1420.41,42,29.57,1,,
torchinferno,long_output,461,195.61,23.36,1247.02,46,36.89,1,,
torchinferno,long_output,462,233.69,24.08,1293.12,45,34.80,1,,
torchinferno,long_output,463,269.01,24.64,1328.33,44,33.12,1,,
torchinferno,long_output,464,366.63,20.51,1289.57,46,35.67,1,,
torchinferno,long_output,465,346.13,20.03,1267.46,47,37.08,1,,
torchinferno,long_output,466,348.49,20.25,1280.15,47,36.71,1,,
torchinferno,long_output,467,375.96,20.16,1303.20,47,36.07,1,,
torchinferno,long_output,468,384.24,21.00,1329.01,46,34.61,1,,
torchinferno,long_output,469,308.83,19.64,1251.39,49,39.16,1,,
torchinferno,long_output,470,326.12,20.20,1275.36,48,37.64,1,,
torchinferno,long_output,471,309.48,20.09,1273.96,49,38.46,1,,
torchinferno,long_output,472,297.18,19.77,1266.10,50,39.49,1,,
torchinferno,long_output,473,287.80,19.82,1259.21,50,39.71,1,,
torchinferno,long_output,474,311.83,20.18,1280.39,49,38.27,1,,
torchinferno,long_output,475,304.05,19.71,1269.91,50,39.37,1,,
torchinferno,long_output,476,344.47,20.53,1309.61,48,36.65,1,,
torchinferno,long_output,477,344.41,20.81,1322.35,48,36.30,1,,
torchinferno,long_output,478,178.18,21.58,1257.43,51,40.56,1,,
torchinferno,long_output,479,159.21,22.10,1264.33,51,40.34,1,,
torchinferno,long_output,480,161.02,22.11,1266.40,51,40.27,1,,
torchinferno,long_output,481,336.52,24.71,1596.60,52,32.57,1,,
torchinferno,long_output,482,342.52,24.04,1592.41,53,33.28,1,,
torchinferno,long_output,483,354.20,24.76,1617.04,52,32.16,1,,
torchinferno,long_output,484,335.92,24.62,1616.09,53,32.80,1,,
torchinferno,long_output,485,337.95,24.81,1628.17,53,32.55,1,,
torchinferno,long_output,486,348.01,25.37,1641.78,52,31.67,1,,
torchinferno,long_output,487,176.27,23.97,1470.44,55,37.40,1,,
torchinferno,long_output,488,410.55,15.31,563.70,11,19.51,1,,
torchinferno,long_output,489,217.74,24.40,1510.96,54,35.74,1,,
torchinferno,long_output,490,402.06,15.60,558.06,11,19.71,1,,
torchinferno,long_output,491,172.20,23.74,1477.92,56,37.89,1,,
torchinferno,long_output,492,402.03,15.85,560.57,11,19.62,1,,
torchinferno,long_output,493,441.62,19.74,599.50,9,15.01,1,,
torchinferno,long_output,494,428.14,18.01,590.23,10,16.94,1,,
torchinferno,long_output,495,410.24,19.78,588.25,10,17.00,1,,
torchinferno,long_output,496,207.22,24.85,1524.19,54,35.43,1,,
torchinferno,long_output,497,421.23,20.46,605.39,10,16.52,1,,
torchinferno,long_output,498,164.90,24.26,1499.32,56,37.35,1,,
torchinferno,long_output,499,178.42,24.83,1518.98,55,36.21,1,,
torchinferno,long_output,500,391.27,17.72,586.18,12,20.47,1,,
torchinferno,long_output,501,207.26,25.46,1556.48,54,34.69,1,,
torchinferno,long_output,502,423.24,26.16,632.54,9,14.23,1,,
torchinferno,long_output,503,386.60,19.03,595.94,12,20.14,1,,
torchinferno,long_output,504,254.13,16.47,468.22,14,29.90,1,,
torchinferno,long_output,505,388.44,17.18,594.62,13,21.86,1,,
torchinferno,long_output,506,383.75,20.59,610.22,12,19.67,1,,
torchinferno,long_output,507,450.76,27.67,672.12,9,13.39,1,,
torchinferno,long_output,508,264.35,17.72,494.68,14,28.30,1,,
torchinferno,long_output,509,395.66,19.14,625.32,13,20.79,1,,
torchinferno,long_output,510,275.43,19.96,515.00,13,25.24,1,,
torchinferno,long_output,511,649.04,23.08,1918.51,56,29.19,1,,
torchinferno,long_output,512,665.84,23.75,1948.54,55,28.23,1,,
torchinferno,long_output,513,248.16,21.29,524.95,14,26.67,1,,
torchinferno,long_output,514,302.16,23.07,1594.00,57,35.76,1,,
torchinferno,long_output,515,207.24,17.55,488.03,17,34.83,1,,
torchinferno,long_output,516,226.52,21.15,522.56,15,28.70,1,,
torchinferno,long_output,517,270.19,23.14,1589.42,58,36.49,1,,
torchinferno,long_output,518,270.45,22.73,1588.95,59,37.13,1,,
torchinferno,long_output,519,253.38,22.81,1576.27,59,37.43,1,,
torchinferno,long_output,520,197.77,19.30,506.53,17,33.56,1,,
torchinferno,long_output,521,233.18,22.47,1558.93,60,38.49,1,,
torchinferno,long_output,522,281.17,23.38,1614.03,58,35.94,1,,
torchinferno,long_output,523,244.11,22.83,563.79,15,26.61,1,,
torchinferno,long_output,524,185.38,17.72,504.30,19,37.68,1,,
torchinferno,long_output,525,249.82,22.75,1592.02,60,37.69,1,,
torchinferno,long_output,526,302.65,23.45,1639.41,58,35.38,1,,
torchinferno,long_output,527,210.29,22.36,1551.67,61,39.31,1,,
torchinferno,long_output,528,628.03,24.18,1982.22,57,28.76,1,,
torchinferno,long_output,529,300.06,16.60,549.13,16,29.14,1,,
torchinferno,long_output,530,194.64,20.14,536.95,18,33.52,1,,
torchinferno,long_output,531,198.71,23.58,552.43,16,28.96,1,,
torchinferno,long_output,532,297.17,14.16,537.87,18,33.47,1,,
torchinferno,long_output,533,203.39,21.75,551.35,17,30.83,1,,
torchinferno,long_output,534,180.90,19.71,535.64,19,35.47,1,,
torchinferno,long_output,535,246.44,25.21,599.44,15,25.02,1,,
torchinferno,long_output,536,169.22,18.79,526.15,20,38.01,1,,
torchinferno,long_output,537,589.84,24.45,1959.12,57,29.09,1,,
torchinferno,long_output,538,268.95,15.06,540.11,19,35.18,1,,
torchinferno,long_output,539,272.87,23.66,1645.03,59,35.87,1,,
torchinferno,long_output,540,293.10,16.09,566.60,18,31.77,1,,
torchinferno,long_output,541,244.48,23.53,1632.90,60,36.74,1,,
torchinferno,long_output,542,152.28,19.32,538.61,21,38.99,1,,
torchinferno,long_output,543,146.21,19.27,531.57,21,39.51,1,,
torchinferno,long_output,544,169.76,21.07,570.04,20,35.09,1,,
torchinferno,long_output,545,249.46,14.49,553.73,22,39.73,1,,
torchinferno,long_output,546,236.45,14.82,547.69,22,40.17,1,,
torchinferno,long_output,547,245.50,16.19,569.28,21,36.89,1,,
torchinferno,long_output,548,246.38,15.01,561.58,22,39.18,1,,
torchinferno,long_output,549,229.38,14.60,550.49,23,41.78,1,,
torchinferno,long_output,550,244.44,14.40,561.34,23,40.97,1,,
torchinferno,long_output,551,209.20,29.05,644.96,16,24.81,1,,
torchinferno,long_output,552,216.68,15.48,557.30,23,41.27,1,,
torchinferno,long_output,553,215.05,15.23,565.32,24,42.45,1,,
torchinferno,long_output,554,198.14,16.09,568.26,24,42.23,1,,
torchinferno,long_output,555,264.09,19.52,634.98,20,31.50,1,,
torchinferno,long_output,556,312.48,24.13,1784.41,62,34.75,1,,
torchinferno,long_output,557,616.47,24.68,2097.14,61,29.09,1,,
torchinferno,long_output,558,317.77,24.29,1799.50,62,34.45,1,,
torchinferno,long_output,559,318.86,24.37,1805.59,62,34.34,1,,
torchinferno,long_output,560,336.65,24.89,1830.20,61,33.33,1,,
torchinferno,long_output,561,266.33,23.45,1766.90,65,36.79,1,,
torchinferno,long_output,562,274.00,23.96,1783.64,64,35.88,1,,
torchinferno,long_output,563,247.74,23.74,1767.41,65,36.78,1,,
torchinferno,long_output,564,282.49,24.56,1805.19,63,34.90,1,,
torchinferno,long_output,565,283.66,24.18,1807.01,64,35.42,1,,
torchinferno,long_output,566,287.66,24.75,1822.10,63,34.58,1,,
torchinferno,long_output,567,273.93,24.47,1815.44,64,35.25,1,,
torchinferno,long_output,568,223.52,23.28,1760.13,67,38.07,1,,
torchinferno,long_output,569,556.11,20.86,1849.37,63,34.07,1,,
torchinferno,long_output,570,254.19,23.79,1800.59,66,36.65,1,,
torchinferno,long_output,571,524.85,20.35,1827.42,65,35.57,1,,
torchinferno,long_output,572,477.75,20.56,1814.13,66,36.38,1,,
torchinferno,long_output,573,497.62,20.65,1839.80,66,35.87,1,,
torchinferno,long_output,574,478.51,20.36,1822.23,67,36.77,1,,
torchinferno,long_output,575,355.50,26.21,958.21,24,25.05,1,,
torchinferno,long_output,576,335.61,26.12,962.47,25,25.97,1,,
torchinferno,long_output,577,330.16,26.02,954.70,25,26.19,1,,
torchinferno,long_output,578,306.75,25.53,944.88,26,27.52,1,,
torchinferno,long_output,579,321.55,25.50,959.12,26,27.11,1,,
torchinferno,long_output,580,326.36,27.51,986.71,25,25.34,1,,
torchinferno,long_output,581,309.33,25.24,965.63,27,27.96,1,,
torchinferno,long_output,582,307.22,26.57,971.54,26,26.76,1,,
torchinferno,long_output,583,288.26,25.05,964.50,28,29.03,1,,
torchinferno,long_output,584,301.11,26.14,980.67,27,27.53,1,,
torchinferno,long_output,585,285.83,24.23,964.21,29,30.08,1,,
torchinferno,long_output,586,281.87,24.72,974.11,29,29.77,1,,
torchinferno,long_output,587,277.81,23.91,971.08,30,30.89,1,,
torchinferno,long_output,588,263.32,24.39,970.54,30,30.91,1,,
torchinferno,long_output,589,279.59,25.20,985.27,29,29.43,1,,
torchinferno,long_output,590,305.08,27.05,1008.47,27,26.77,1,,
torchinferno,long_output,591,283.48,26.78,1006.65,28,27.81,1,,
torchinferno,long_output,592,472.76,19.95,1011.37,28,27.69,1,,
torchinferno,long_output,593,461.14,19.02,1012.61,30,29.63,1,,
torchinferno,long_output,594,268.64,24.77,1011.62,31,30.64,1,,
torchinferno,long_output,595,247.26,23.75,1007.13,33,32.77,1,,
torchinferno,long_output,596,239.38,23.36,1010.12,34,33.66,1,,
torchinferno,long_output,597,240.32,23.32,1009.78,34,33.67,1,,
torchinferno,long_output,598,257.84,25.98,1037.22,31,29.89,1,,
torchinferno,long_output,599,253.09,24.39,1033.54,33,31.93,1,,
torchinferno,long_output,600,447.72,19.13,1040.62,32,30.75,1,,
torchinferno,long_output,601,271.65,25.96,1050.46,31,29.51,1,,
torchinferno,long_output,602,431.22,18.99,1038.95,33,31.76,1,,
torchinferno,long_output,603,419.85,20.16,1044.82,32,30.63,1,,
torchinferno,long_output,604,434.85,19.86,1050.58,32,30.46,1,,
torchinferno,long_output,605,234.68,24.63,1047.49,34,32.46,1,,
torchinferno,long_output,606,203.25,23.21,1015.45,36,35.45,1,,
torchinferno,long_output,607,209.00,24.26,1033.86,35,33.85,1,,
torchinferno,long_output,608,392.87,19.35,1050.93,35,33.30,1,,
torchinferno,long_output,609,397.21,19.60,1063.47,35,32.91,1,,
torchinferno,long_output,610,379.58,20.79,1107.27,36,32.51,1,,
torchinferno,long_output,611,372.17,20.85,1102.01,36,32.67,1,,
torchinferno,long_output,612,350.53,21.23,1114.90,37,33.19,1,,
torchinferno,long_output,613,369.13,20.09,1112.35,38,34.16,1,,
torchinferno,long_output,614,344.53,20.23,1092.89,38,34.77,1,,
torchinferno,long_output,615,379.42,20.91,1132.29,37,32.68,1,,
torchinferno,long_output,616,353.01,20.63,1116.19,38,34.04,1,,
torchinferno,long_output,617,349.45,21.70,1130.51,37,32.73,1,,
torchinferno,long_output,618,324.89,26.04,1314.45,39,29.67,1,,
torchinferno,long_output,619,312.04,26.70,1326.60,39,29.40,1,,
torchinferno,long_output,620,357.69,23.03,1232.68,39,31.64,1,,
torchinferno,long_output,621,338.58,22.90,1231.85,40,32.47,1,,
torchinferno,long_output,622,345.80,23.29,1254.25,40,31.89,1,,
torchinferno,long_output,623,322.30,22.61,1226.73,41,33.42,1,,
torchinferno,long_output,624,327.41,22.77,1238.27,41,33.11,1,,
torchinferno,long_output,625,305.53,22.40,1224.09,42,34.31,1,,
torchinferno,long_output,626,331.87,23.14,1257.66,41,32.60,1,,
torchinferno,long_output,627,311.56,22.74,1243.88,42,33.77,1,,
torchinferno,long_output,628,321.64,22.55,1246.25,42,33.70,1,,
torchinferno,long_output,629,302.30,22.17,1233.55,43,34.86,1,,
torchinferno,long_output,630,354.53,24.21,1298.59,40,30.80,1,,
torchinferno,long_output,631,281.14,22.65,1232.36,43,34.89,1,,
torchinferno,long_output,632,273.38,22.11,1224.29,44,35.94,1,,
torchinferno,long_output,633,279.69,22.43,1244.33,44,35.36,1,,
torchinferno,long_output,634,265.63,22.37,1227.52,44,35.84,1,,
torchinferno,long_output,635,306.75,22.98,1271.93,43,33.81,1,,
torchinferno,long_output,636,234.53,22.26,1214.17,45,37.06,1,,
torchinferno,long_output,637,218.12,22.24,1196.86,45,37.60,1,,
torchinferno,long_output,638,239.48,22.09,1211.35,45,37.15,1,,
torchinferno,long_output,639,249.39,24.90,1395.01,47,33.69,1,,
torchinferno,long_output,640,267.35,25.02,1418.36,47,33.14,1,,
torchinferno,long_output,641,300.88,25.60,1452.69,46,31.67,1,,
torchinferno,long_output,642,284.54,25.69,1440.71,46,31.93,1,,
torchinferno,long_output,643,267.40,25.52,1441.11,47,32.61,1,,
torchinferno,long_output,644,275.21,26.12,1450.81,46,31.71,1,,
torchinferno,long_output,645,243.72,25.55,1444.68,48,33.23,1,,
torchinferno,long_output,646,252.70,25.52,1452.19,48,33.05,1,,
torchinferno,long_output,647,242.95,25.60,1446.26,48,33.19,1,,
torchinferno,long_output,648,216.64,25.35,1433.47,49,34.18,1,,
torchinferno,long_output,649,235.30,25.28,1448.78,49,33.82,1,,
torchinferno,long_output,650,455.92,19.95,1433.61,50,34.88,1,,
torchinferno,long_output,651,200.77,24.75,1438.45,51,35.45,1,,
torchinferno,long_output,652,486.68,20.50,1470.91,49,33.31,1,,
torchinferno,long_output,653,471.96,19.99,1451.72,50,34.44,1,,
torchinferno,long_output,654,466.03,20.44,1467.62,50,34.07,1,,
torchinferno,long_output,655,455.31,20.08,1459.36,51,34.95,1,,
torchinferno,long_output,656,440.01,20.43,1461.47,51,34.90,1,,
torchinferno,long_output,657,427.46,19.94,1444.50,52,36.00,1,,
torchinferno,long_output,658,394.35,19.77,1422.36,53,37.26,1,,
torchinferno,long_output,659,398.85,20.32,1435.09,52,36.23,1,,
torchinferno,long_output,660,386.81,19.36,1412.95,54,38.22,1,,
torchinferno,long_output,661,385.61,19.68,1428.88,54,37.79,1,,
torchinferno,long_output,662,382.31,20.22,1433.54,53,36.97,1,,
torchinferno,long_output,663,426.22,20.41,1467.13,52,35.44,1,,
torchinferno,long_output,664,380.93,19.43,1430.17,55,38.46,1,,
torchinferno,long_output,665,387.53,19.36,1432.77,55,38.39,1,,
torchinferno,long_output,666,351.85,19.32,1414.54,56,39.59,1,,
torchinferno,long_output,667,376.50,19.72,1441.28,55,38.16,1,,
torchinferno,long_output,668,349.60,19.44,1418.64,56,39.47,1,,
torchinferno,long_output,669,327.71,19.30,1408.48,57,40.47,1,,
torchinferno,long_output,670,355.98,19.08,1424.39,57,40.02,1,,
torchinferno,long_output,671,388.84,21.02,1481.69,53,35.77,1,,
torchinferno,long_output,672,349.47,19.85,1441.04,56,38.86,1,,
torchinferno,long_output,673,393.73,20.54,1482.14,54,36.43,1,,
torchinferno,long_output,674,253.69,19.77,1360.88,57,41.88,1,,
torchinferno,long_output,675,255.46,19.38,1360.30,58,42.64,1,,
torchinferno,long_output,676,437.08,30.38,680.14,9,13.23,1,,
torchinferno,long_output,677,401.43,27.38,647.87,10,15.44,1,,
torchinferno,long_output,678,383.59,24.99,633.45,11,17.37,1,,
torchinferno,long_output,679,432.00,27.77,681.96,10,14.66,1,,
torchinferno,long_output,680,431.29,28.17,684.84,10,14.60,1,,
torchinferno,long_output,681,385.45,26.28,648.24,11,16.97,1,,
torchinferno,long_output,682,380.04,27.25,652.52,11,16.86,1,,
torchinferno,long_output,683,438.14,33.46,705.79,9,12.75,1,,
torchinferno,long_output,684,455.31,33.50,723.35,9,12.44,1,,
torchinferno,long_output,685,350.68,23.69,634.91,13,20.48,1,,
torchinferno,long_output,686,352.18,26.93,648.45,12,18.51,1,,
